# Step Strain Stress Density
468 4.221421e-04 5.615432e+07 2.113913e+11 
469 4.222808e-04 5.613134e+07 2.117189e+11 
470 4.224473e-04 5.610371e+07 2.120938e+11 
471 4.226471e-04 5.607061e+07 2.125664e+11 
472 4.228868e-04 5.603070e+07 2.131292e+11 
473 4.231745e-04 5.598284e+07 2.138154e+11 
474 4.235198e-04 5.592514e+07 2.145718e+11 
475 4.237269e-04 5.589044e+07 2.149864e+11 
476 4.239340e-04 5.585556e+07 2.153976e+11 
477 4.241826e-04 5.581350e+07 2.158999e+11 
478 4.243317e-04 5.578830e+07 2.161890e+11 
479 4.244809e-04 5.576307e+07 2.165239e+11 
480 4.246599e-04 5.573270e+07 2.169329e+11 
481 4.248746e-04 5.569621e+07 2.174008e+11 
482 4.251323e-04 5.565235e+07 2.179768e+11 
483 4.254416e-04 5.559943e+07 2.186715e+11 
484 4.258127e-04 5.553560e+07 2.195223e+11 
485 4.260354e-04 5.549725e+07 2.200245e+11 
486 4.262580e-04 5.545884e+07 2.205344e+11 
487 4.265252e-04 5.541277e+07 2.211417e+11 
488 4.266855e-04 5.538501e+07 2.214272e+11 
489 4.268459e-04 5.535725e+07 2.217631e+11 
490 4.270382e-04 5.532377e+07 2.222015e+11 
491 4.271537e-04 5.530373e+07 2.224591e+11 
492 4.272691e-04 5.528360e+07 2.227166e+11 
493 4.274076e-04 5.525947e+07 2.230114e+11 
494 4.275738e-04 5.523056e+07 2.233893e+11 
495 4.277733e-04 5.519570e+07 2.238570e+11 
496 4.280126e-04 5.515370e+07 2.243612e+11 
497 4.282999e-04 5.510312e+07 2.249882e+11 
498 4.286445e-04 5.504207e+07 2.257506e+11 
499 4.290581e-04 5.496876e+07 2.266707e+11 
500 4.293063e-04 5.492474e+07 2.272345e+11 
501 4.295545e-04 5.488072e+07 2.277155e+11 
502 4.298523e-04 5.482772e+07 2.283795e+11 
503 4.302096e-04 5.476379e+07 2.291084e+11 
504 4.304240e-04 5.472516e+07 2.295413e+11 
505 4.306384e-04 5.468635e+07 2.300202e+11 
506 4.308957e-04 5.463960e+07 2.306088e+11 
507 4.312045e-04 5.458344e+07 2.313009e+11 
508 4.315750e-04 5.451555e+07 2.321427e+11 
509 4.320196e-04 5.443392e+07 2.331713e+11 
510 4.325531e-04 5.433511e+07 2.342549e+11 
511 4.328732e-04 5.427577e+07 2.349370e+11 
512 4.331933e-04 5.421630e+07 2.356490e+11 
513 4.335775e-04 5.414468e+07 2.364309e+11 
514 4.338080e-04 5.410158e+07 2.368864e+11 
515 4.340384e-04 5.405848e+07 2.373712e+11 
516 4.343150e-04 5.400646e+07 2.379643e+11 
