# Step Strain Stress Density
419 1.158295e-03 7.090761e+07 1.015111e+13 
420 1.161295e-03 7.095989e+07 1.018031e+13 
421 1.164295e-03 7.100524e+07 1.021384e+13 
422 1.167295e-03 7.106180e+07 1.024756e+13 
423 1.170295e-03 7.114404e+07 1.028218e+13 
424 1.173295e-03 7.121622e+07 1.030817e+13 
425 1.176295e-03 7.125060e+07 1.031260e+13 
426 1.179295e-03 7.127018e+07 1.033373e+13 
427 1.182295e-03 7.128587e+07 1.032276e+13 
428 1.185295e-03 7.130683e+07 1.032796e+13 
429 1.188295e-03 7.134345e+07 1.034716e+13 
430 1.191295e-03 7.138233e+07 1.037854e+13 
431 1.194295e-03 7.142931e+07 1.040025e+13 
432 1.197295e-03 7.149685e+07 1.042146e+13 
433 1.200295e-03 7.156519e+07 1.044554e+13 
434 1.203295e-03 7.164491e+07 1.047122e+13 
435 1.206295e-03 7.173035e+07 1.047426e+13 
436 1.209295e-03 7.180367e+07 1.049790e+13 
437 1.212295e-03 7.188394e+07 1.052467e+13 
438 1.215295e-03 7.197372e+07 1.055599e+13 
439 1.218295e-03 7.205836e+07 1.058770e+13 
440 1.221295e-03 7.213949e+07 1.062111e+13 
441 1.224295e-03 7.222049e+07 1.065536e+13 
442 1.227295e-03 7.230889e+07 1.069010e+13 
443 1.230295e-03 7.240806e+07 1.072316e+13 
444 1.233295e-03 7.250536e+07 1.075685e+13 
445 1.236295e-03 7.261323e+07 1.079017e+13 
446 1.239295e-03 7.269744e+07 1.082542e+13 
447 1.242295e-03 7.277292e+07 1.085609e+13 
448 1.245295e-03 7.286256e+07 1.088474e+13 
449 1.248295e-03 7.295796e+07 1.091389e+13 
450 1.251295e-03 7.305300e+07 1.091747e+13 
451 1.254295e-03 7.314951e+07 1.093452e+13 
452 1.257295e-03 7.324138e+07 1.095183e+13 
453 1.260295e-03 7.331888e+07 1.097282e+13 
454 1.263295e-03 7.340060e+07 1.099774e+13 
455 1.266295e-03 7.346140e+07 1.101849e+13 
456 1.269295e-03 7.351801e+07 1.104547e+13 
457 1.272295e-03 7.356676e+07 1.107767e+13 
458 1.275295e-03 7.363636e+07 1.110771e+13 
459 1.278295e-03 7.371058e+07 1.114103e+13 
460 1.281295e-03 7.378284e+07 1.117604e+13 
461 1.284295e-03 7.383482e+07 1.121107e+13 
462 1.287295e-03 7.389874e+07 1.125099e+13 
463 1.290295e-03 7.397516e+07 1.127727e+13 
464 1.293295e-03 7.405144e+07 1.130938e+13 
465 1.296295e-03 7.412285e+07 1.134320e+13 
466 1.299295e-03 7.418946e+07 1.137786e+13 
467 1.302295e-03 7.426275e+07 1.137959e+13 
468 1.305295e-03 7.434567e+07 1.141112e+13 
469 1.308295e-03 7.442748e+07 1.144503e+13 
470 1.311295e-03 7.449651e+07 1.147575e+13 
471 1.314295e-03 7.459292e+07 1.150979e+13 
472 1.317295e-03 7.468150e+07 1.153962e+13 
473 1.320295e-03 7.475659e+07 1.156870e+13 
474 1.323295e-03 7.484503e+07 1.160298e+13 
475 1.326295e-03 7.493340e+07 1.163483e+13 
476 1.329295e-03 7.501109e+07 1.166747e+13 
477 1.332295e-03 7.507820e+07 1.170415e+13 
478 1.335295e-03 7.515849e+07 1.174198e+13 
479 1.338295e-03 7.523634e+07 1.177676e+13 
480 1.341295e-03 7.532604e+07 1.181248e+13 
481 1.344295e-03 7.542409e+07 1.184528e+13 
482 1.347295e-03 7.551237e+07 1.188116e+13 
483 1.350295e-03 7.560383e+07 1.191462e+13 
484 1.353295e-03 7.571176e+07 1.194684e+13 
485 1.356295e-03 7.581916e+07 1.198727e+13 
486 1.359295e-03 7.593304e+07 1.201846e+13 
487 1.362295e-03 7.601793e+07 1.205201e+13 
488 1.365295e-03 7.610481e+07 1.208428e+13 
489 1.368295e-03 7.618806e+07 1.212227e+13 
490 1.371295e-03 7.625497e+07 1.216718e+13 
491 1.374295e-03 7.633854e+07 1.218291e+13 
492 1.377295e-03 7.641423e+07 1.218328e+13 
493 1.380295e-03 7.648400e+07 1.219686e+13 
494 1.383295e-03 7.656872e+07 1.221455e+13 
495 1.386295e-03 7.665768e+07 1.223915e+13 
496 1.389295e-03 7.673483e+07 1.226826e+13 
497 1.392295e-03 7.679785e+07 1.227145e+13 
498 1.395295e-03 7.684159e+07 1.228120e+13 
499 1.398295e-03 7.686552e+07 1.228607e+13 
500 1.401295e-03 7.688666e+07 1.229938e+13 
501 1.404295e-03 7.689817e+07 1.228404e+13 
502 1.407295e-03 7.693690e+07 1.231279e+13 
503 1.410295e-03 7.696188e+07 1.234487e+13 
504 1.413295e-03 7.698498e+07 1.237664e+13 
505 1.416295e-03 7.700118e+07 1.240976e+13 
506 1.419295e-03 7.703103e+07 1.244499e+13 
507 1.422295e-03 7.705490e+07 1.247748e+13 
508 1.425295e-03 7.708326e+07 1.251275e+13 
509 1.428295e-03 7.711991e+07 1.253805e+13 
510 1.431295e-03 7.714740e+07 1.256563e+13 
511 1.434295e-03 7.718250e+07 1.259894e+13 
512 1.437295e-03 7.720822e+07 1.263810e+13 
513 1.440295e-03 7.725029e+07 1.268197e+13 
514 1.443295e-03 7.726848e+07 1.270169e+13 
515 1.446295e-03 7.726747e+07 1.273181e+13 
516 1.449295e-03 7.725894e+07 1.276793e+13 
