# Step Strain Stress Density
3050 2.567074e-05 3.092995e+06 2.057001e+12 
3060 2.575697e-05 3.103595e+06 2.056864e+12 
3070 2.580586e-05 3.109835e+06 2.056701e+12 
3080 2.583806e-05 3.114290e+06 2.056689e+12 
3090 2.584671e-05 3.115401e+06 2.056712e+12 
3100 2.586024e-05 3.117052e+06 2.056665e+12 
3110 2.590380e-05 3.121696e+06 2.056514e+12 
3120 2.594244e-05 3.126418e+06 2.056444e+12 
3130 2.599278e-05 3.132382e+06 2.056353e+12 
3140 2.604399e-05 3.138339e+06 2.056213e+12 
3150 2.608318e-05 3.142847e+06 2.056174e+12 
3160 2.615382e-05 3.151403e+06 2.056221e+12 
3170 2.623712e-05 3.161650e+06 2.055964e+12 
3180 2.626722e-05 3.165484e+06 2.055977e+12 
3190 2.634488e-05 3.174990e+06 2.055984e+12 
3200 2.655003e-05 3.199545e+06 2.056076e+12 
3210 2.658229e-05 3.203541e+06 2.056125e+12 
3220 2.663678e-05 3.210114e+06 2.056151e+12 
3230 2.676420e-05 3.225927e+06 2.055987e+12 
3240 2.683465e-05 3.235797e+06 2.055760e+12 
3250 2.686096e-05 3.239410e+06 2.055786e+12 
3260 2.687438e-05 3.241203e+06 2.056025e+12 
3270 2.690212e-05 3.244315e+06 2.055868e+12 
3280 2.691762e-05 3.246204e+06 2.056097e+12 
3290 2.692853e-05 3.247752e+06 2.056185e+12 
3300 2.697153e-05 3.254217e+06 2.057284e+12 
3310 2.701386e-05 3.259724e+06 2.057211e+12 
3320 2.705681e-05 3.265674e+06 2.058128e+12 
3330 2.708742e-05 3.269724e+06 2.058659e+12 
3340 2.710460e-05 3.271421e+06 2.058193e+12 
3350 2.712327e-05 3.273695e+06 2.057802e+12 
3360 2.714838e-05 3.276645e+06 2.057250e+12 
3370 2.717833e-05 3.279697e+06 2.056665e+12 
3380 2.734403e-05 3.300179e+06 2.057441e+12 
3390 2.740107e-05 3.306485e+06 2.056969e+12 
3400 2.743497e-05 3.310265e+06 2.056610e+12 
3410 2.746086e-05 3.314419e+06 2.057461e+12 
3420 2.750697e-05 3.320094e+06 2.057233e+12 
3430 2.752385e-05 3.322568e+06 2.057524e+12 
3440 2.753065e-05 3.323240e+06 2.057295e+12 
3450 2.756244e-05 3.327058e+06 2.056753e+12 
3460 2.758978e-05 3.330450e+06 2.056853e+12 
3470 2.760930e-05 3.332712e+06 2.056419e+12 
3480 2.762545e-05 3.334759e+06 2.056429e+12 
3490 2.765626e-05 3.338919e+06 2.056837e+12 
3500 2.769482e-05 3.343600e+06 2.056845e+12 
3510 2.770159e-05 3.344631e+06 2.056993e+12 
3520 2.771560e-05 3.346209e+06 2.056745e+12 
3530 2.775323e-05 3.351136e+06 2.057342e+12 
3540 2.780293e-05 3.357067e+06 2.057154e+12 
3550 2.787849e-05 3.365918e+06 2.056840e+12 
3560 2.791060e-05 3.369930e+06 2.057346e+12 
3570 2.795600e-05 3.375539e+06 2.057541e+12 
3580 2.804400e-05 3.386127e+06 2.056997e+12 
3590 2.808098e-05 3.390622e+06 2.056802e+12 
3600 2.809188e-05 3.392032e+06 2.057022e+12 
3610 2.810360e-05 3.393162e+06 2.056731e+12 
3620 2.811894e-05 3.395115e+06 2.056784e+12 
3630 2.816657e-05 3.401300e+06 2.057312e+12 
3640 2.817898e-05 3.402747e+06 2.057055e+12 
3650 2.822755e-05 3.409428e+06 2.057622e+12 
3660 2.831832e-05 3.420364e+06 2.057485e+12 
3670 2.833029e-05 3.421699e+06 2.057412e+12 
3680 2.834125e-05 3.423232e+06 2.057623e+12 
3690 2.835139e-05 3.424279e+06 2.057349e+12 
3700 2.837755e-05 3.427802e+06 2.057612e+12 
3710 2.839651e-05 3.430354e+06 2.057779e+12 
3720 2.843937e-05 3.435449e+06 2.057723e+12 
3730 2.847382e-05 3.439240e+06 2.057228e+12 
3740 2.850413e-05 3.442975e+06 2.057187e+12 
3750 2.852605e-05 3.446053e+06 2.057673e+12 
3760 2.856914e-05 3.451544e+06 2.057738e+12 
3770 2.860424e-05 3.455971e+06 2.058210e+12 
3780 2.866357e-05 3.462697e+06 2.057915e+12 
3790 2.876104e-05 3.474375e+06 2.058182e+12 
3800 2.879721e-05 3.478736e+06 2.058272e+12 
3810 2.883354e-05 3.483194e+06 2.058057e+12 
3820 2.888329e-05 3.489084e+06 2.058118e+12 
3830 2.890899e-05 3.491928e+06 2.058030e+12 
3840 2.892082e-05 3.493300e+06 2.058104e+12 
3850 2.894679e-05 3.496342e+06 2.058461e+12 
3860 2.898308e-05 3.500269e+06 2.058276e+12 
3870 2.905090e-05 3.508507e+06 2.057954e+12 
3880 2.909386e-05 3.514281e+06 2.058226e+12 
3890 2.911684e-05 3.516818e+06 2.057905e+12 
3900 2.914194e-05 3.519818e+06 2.057850e+12 
3910 2.914843e-05 3.520657e+06 2.057913e+12 
3920 2.916032e-05 3.522063e+06 2.057705e+12 
3930 2.918298e-05 3.525554e+06 2.058365e+12 
3940 2.919649e-05 3.526928e+06 2.058197e+12 
3950 2.921492e-05 3.529431e+06 2.058328e+12 
3960 2.923127e-05 3.531700e+06 2.058733e+12 
3970 2.925257e-05 3.534054e+06 2.058663e+12 
3980 2.932516e-05 3.543338e+06 2.058792e+12 
3990 2.934689e-05 3.546213e+06 2.059184e+12 
4000 2.939776e-05 3.551613e+06 2.058256e+12 
4010 2.945094e-05 3.557901e+06 2.058176e+12 
4020 2.948786e-05 3.562395e+06 2.058085e+12 
4030 2.951419e-05 3.565263e+06 2.057866e+12 
4040 2.955052e-05 3.568766e+06 2.057609e+12 
4050 2.955607e-05 3.569573e+06 2.057635e+12 
4060 2.956315e-05 3.570411e+06 2.057657e+12 
4070 2.956916e-05 3.571090e+06 2.057636e+12 
4080 2.957232e-05 3.571456e+06 2.057631e+12 
4090 2.957711e-05 3.572014e+06 2.057628e+12 
4100 2.958856e-05 3.573203e+06 2.057599e+12 
